Date,SPY,SNDL,AAPL,SQQQ,TQQQ,QQQ,TSLA,AMD,AMC,F,NIO,XLF,UVXY,NVDA,CEI,BAC,AMZN,PLTR,EEM,SOXL,MSFT,IWM,T,CCL,ITUB,INTC,SNAP,HYG,AAL,XELA,ZOM,VALE,XLE,PBR,BBD,NOK,FXI,BABA,EFA,EWZ,PFE,CTRM,FAMI,WFC,VXX,TLRY,SLV,EDU,XOM,UBER
2022-06-03,410.54,3.77,145.38,47.96,32.14,306.2,234.52,106.3,124.5,13.5,18.08,34.87,134.6,187.2,32.0,36.19,122.35,8.94,42.37,23.93,270.02,187.06,20.9,13.51,5.33,43.39,14.49,78.64,16.22,852.0,0.25,18.54,89.51,14.18,4.1,5.04,31.87,93.21,69.7,35.24,53.2,1.96,9.2,44.82,87.56,4.2,20.23,12.85,99.09,24.15
2022-06-10,410.54,4.35,145.38,47.96,32.14,306.2,234.52,106.3,119.87,13.41,18.08,34.87,138.39,186.99,32.0,36.19,122.35,8.9,42.09,23.93,270.02,187.06,20.9,14.05,5.33,42.26,14.49,78.88,16.22,852.0,0.28,18.36,89.1,14.18,4.1,5.04,32.1,94.17,69.7,35.24,53.2,1.96,9.2,44.82,88.84,4.59,20.34,11.06,99.39,24.52
2022-06-17,389.8,3.91,137.13,56.52,26.79,288.84,232.23,94.82,124.25,12.61,18.14,32.53,144.46,165.77,27.0,33.17,109.65,8.07,41.12,18.81,252.99,178.59,20.69,11.58,4.77,39.67,13.28,75.88,14.71,648.0,0.29,16.75,90.06,13.21,3.78,4.7,32.96,110.81,64.69,30.53,49.97,1.69,8.96,40.08,91.96,3.64,20.13,14.91,101.82,24.06
2022-06-24,365.86,3.74,131.56,63.96,22.67,274.69,216.76,81.57,125.53,10.96,20.77,30.93,155.89,156.22,23.5,31.92,106.22,8.29,39.94,13.7,247.65,165.18,19.38,10.07,4.49,39.29,12.42,73.93,12.94,564.0,0.28,14.86,74.52,11.61,3.55,4.59,32.45,103.21,61.48,27.92,46.53,1.45,8.32,38.48,96.68,3.69,20.01,20.77,88.14,22.22
2022-07-01,390.08,4.4,141.66,51.01,27.98,294.61,245.71,87.08,124.56,11.84,24.08,32.34,147.33,174.06,21.5,32.31,116.46,10.77,40.54,15.81,267.7,175.09,20.99,11.31,4.39,38.21,14.7,74.8,13.9,616.0,0.3,14.25,75.69,10.95,3.37,4.81,34.04,118.55,63.77,27.2,51.59,1.5,8.88,40.76,93.49,3.86,19.49,17.76,90.31,23.7
2022-07-08,381.24,3.88,138.93,57.62,24.39,282.13,227.26,73.67,137.78,11.11,21.36,31.88,141.9,139.98,19.0,31.56,109.56,8.84,39.88,11.6,259.58,171.41,21.31,9.24,4.25,35.42,13.17,73.89,13.13,460.0,0.22,13.97,73.46,11.76,3.23,4.66,34.13,116.92,62.64,27.07,52.31,1.33,8.4,39.92,90.93,3.21,18.28,18.53,88.1,21.47
2022-07-15,388.67,3.9,147.04,50.04,27.89,295.35,250.76,79.35,149.25,11.45,22.6,32.08,133.38,160.65,20.5,31.79,115.54,10.53,39.97,13.91,267.66,175.59,20.8,9.41,4.29,40.33,14.96,74.62,13.97,428.0,0.34,13.8,71.15,11.79,3.25,4.65,33.81,121.78,62.35,27.54,53.17,1.36,8.96,40.18,88.64,4.07,18.07,22.77,86.79,22.98
2022-07-22,385.13,3.72,150.17,51.64,26.79,291.87,240.07,81.11,155.36,11.75,20.72,31.78,126.93,157.49,18.5,32.25,113.55,8.66,38.82,15.11,256.72,173.09,20.57,9.56,4.13,38.12,13.65,75.29,14.47,404.0,0.24,11.9,69.14,11.23,3.02,4.61,31.25,103.42,61.4,25.93,51.75,1.37,8.64,41.13,86.71,3.38,17.16,20.35,85.51,21.79
2022-07-29,395.09,3.65,154.09,46.08,29.53,301.99,272.24,88.1,155.3,12.75,19.24,32.75,119.79,175.83,20.0,33.43,122.42,10.13,39.28,17.65,260.36,179.51,18.4,9.62,4.19,38.7,9.96,76.66,13.68,612.0,0.3,12.11,72.16,11.64,3.06,5.1,31.51,101.58,63.4,26.05,51.23,1.5,9.04,43.17,85.78,3.96,17.38,21.48,87.78,23.75
2022-08-05,411.99,2.85,162.51,39.83,33.36,315.46,297.15,94.47,143.4,14.72,19.73,33.71,108.21,183.1,19.5,33.81,134.95,10.4,39.62,19.83,280.74,187.25,18.78,9.4,4.5,37.75,9.88,78.04,13.71,284.0,0.3,13.26,78.99,14.28,3.32,5.18,30.59,90.34,65.72,29.02,50.51,1.6,8.64,43.87,84.19,3.88,18.95,26.65,96.75,23.45
2022-08-12,413.47,3.08,165.35,37.38,35.29,321.75,288.17,102.31,239.32,15.36,20.22,33.69,101.54,191.36,18.0,33.96,140.8,11.71,39.69,21.56,282.91,190.8,18.35,10.15,4.79,35.96,10.18,77.93,14.74,308.0,0.4,12.66,71.91,14.45,3.57,5.26,30.35,93.51,65.01,29.75,49.27,1.7,9.28,43.76,85.39,4.24,17.81,25.17,88.52,32.41
2022-08-19,427.1,3.48,172.1,34.29,37.98,330.39,300.03,100.83,249.65,16.27,21.11,35.56,94.18,186.6,18.5,36.3,143.55,9.48,40.44,21.6,291.91,200.36,18.27,11.04,5.21,35.66,11.62,78.81,15.25,292.0,0.37,13.26,79.75,13.62,3.79,5.21,30.44,95.7,66.76,31.99,50.11,1.74,9.28,45.94,87.31,4.29,19.53,23.39,95.01,31.69
2022-08-26,422.14,3.38,171.52,36.66,35.35,322.86,296.67,95.95,165.88,15.96,19.05,34.96,93.62,176.96,18.0,35.48,138.23,8.27,39.62,19.17,286.15,194.65,18.43,10.18,5.1,35.92,11.56,76.93,14.17,248.0,0.25,12.63,79.17,13.66,3.76,5.04,29.38,90.55,64.69,31.17,49.15,1.58,8.56,45.35,85.25,3.98,17.14,21.92,94.12,29.26
2022-09-02,405.31,3.41,163.62,41.86,30.24,307.44,288.09,91.18,69.57,15.47,19.92,33.72,100.51,159.66,17.5,34.03,130.75,7.86,39.69,15.98,268.09,188.98,17.89,10.27,5.19,33.91,10.67,75.7,13.74,222.0,0.38,13.33,83.24,14.74,3.79,4.87,30.89,98.9,62.71,32.01,46.82,1.44,8.24,43.97,81.75,4.24,17.78,27.47,98.0,29.22
2022-09-09,392.24,3.15,155.81,47.23,26.68,295.17,270.21,80.24,88.1,15.21,17.73,32.89,101.82,131.08,16.0,33.43,127.51,7.28,38.75,12.86,256.06,180.09,17.19,9.66,5.07,31.31,11.22,74.17,12.99,173.6,0.2,11.98,80.15,14.44,3.68,4.93,29.45,92.7,60.47,30.87,45.7,1.3,6.64,43.38,77.71,3.43,16.51,25.33,96.38,29.41
2022-09-16,406.6,3.19,157.37,41.84,29.84,307.09,299.68,85.45,99.22,15.48,19.16,34.36,95.92,145.26,16.5,34.94,133.27,7.92,38.85,14.65,264.46,187.4,17.03,10.68,5.17,32.02,12.65,75.62,14.19,175.4,0.3,13.36,81.53,13.8,3.74,5.07,29.56,93.02,62.44,31.49,47.84,1.37,6.4,45.33,74.8,3.85,17.51,25.22,97.4,32.03
2022-09-23,385.56,3.09,150.7,49.12,24.6,289.32,303.35,76.51,88.02,14.76,20.15,33.06,101.18,129.82,13.0,34.12,123.53,7.75,37.91,12.06,244.74,178.99,16.74,11.03,5.05,29.06,11.3,74.15,13.75,145.6,0.25,13.02,78.95,13.1,3.58,4.63,28.18,87.3,60.4,30.0,46.03,1.29,5.76,43.94,77.94,3.27,17.86,22.48,94.49,31.78
2022-09-30,367.95,2.77,150.43,56.26,21.31,275.51,275.33,67.96,77.52,12.24,17.64,31.05,112.57,123.9,10.0,31.73,113.78,7.31,36.44,10.03,237.92,167.31,16.01,9.22,5.37,27.95,10.32,72.02,12.21,98.0,0.22,12.72,71.2,12.55,3.82,4.26,26.79,79.66,56.76,30.74,44.08,1.09,4.56,40.41,78.81,2.97,17.26,20.11,87.88,28.12
2022-10-07,357.18,2.64,138.2,61.32,19.32,267.26,265.25,63.36,67.24,11.07,15.77,30.36,123.13,120.69,10.0,30.2,113.0,8.34,35.37,8.86,232.9,164.92,15.34,7.3,5.17,26.13,9.82,71.22,12.04,90.6,0.26,13.4,73.42,12.34,3.68,4.27,26.03,80.84,56.01,29.63,43.76,1.12,4.48,40.22,83.1,3.11,17.6,22.87,88.43,27.44
2022-10-14,362.79,2.63,140.09,59.07,19.5,269.1,223.07,58.44,64.24,12.14,13.76,30.89,125.54,120.64,11.5,30.75,114.56,8.1,35.8,9.21,234.24,168.61,14.94,7.02,5.56,25.87,10.66,71.94,12.18,74.6,0.22,14.48,82.0,14.35,3.95,4.42,26.54,82.07,56.83,32.46,42.32,1.16,4.4,41.79,83.39,3.36,18.48,24.34,99.46,28.59
2022-10-21,357.63,2.59,138.38,64.38,17.57,260.74,204.99,55.94,58.72,11.59,11.75,31.01,129.23,110.69,8.0,31.7,106.9,7.39,34.54,6.93,228.56,166.81,14.99,7.38,5.34,26.05,9.99,71.35,13.11,72.0,0.23,13.01,78.91,13.95,3.71,4.45,24.32,73.83,56.01,30.61,42.86,1.1,4.48,43.17,85.04,3.25,16.62,20.72,97.76,24.89
2022-10-28,374.29,2.6,147.27,54.08,20.57,275.42,214.44,58.82,66.08,12.14,11.21,32.19,123.14,126.89,8.0,34.95,119.32,8.52,35.23,8.58,242.12,172.7,17.1,8.44,5.99,27.36,7.76,72.3,13.71,55.6,0.25,14.31,87.5,16.05,3.99,4.25,24.08,72.98,57.99,34.09,44.95,1.14,4.8,44.83,81.99,3.76,18.02,21.39,105.85,28.85
2022-11-04,389.02,2.7,155.74,50.18,21.7,281.22,228.52,62.01,65.15,13.26,9.69,34.19,107.33,140.91,7.5,36.18,103.41,8.67,34.38,9.5,235.87,183.16,18.48,9.18,5.52,29.34,10.08,74.42,14.0,48.8,0.24,12.99,88.94,13.45,3.59,4.44,21.68,64.52,59.87,31.45,47.43,1.2,4.48,46.35,74.38,3.83,17.57,23.79,110.19,27.25
2022-11-11,376.35,2.71,138.38,59.55,17.95,264.68,207.47,62.19,54.43,13.52,11.68,33.91,98.76,142.17,6.0,36.79,90.98,7.74,35.76,8.99,221.39,178.68,18.32,9.23,5.97,27.86,9.14,72.81,14.11,38.6,0.25,14.04,91.74,12.65,3.84,4.37,24.0,70.59,60.75,33.87,47.22,1.2,4.48,46.74,70.62,4.03,19.21,28.36,112.52,28.79
2022-11-18,398.51,2.96,149.7,44.37,22.67,287.96,195.97,72.37,75.73,14.55,11.56,35.87,93.94,167.43,6.5,38.41,100.79,8.58,37.34,13.22,247.11,186.9,19.05,10.57,4.97,31.68,11.58,74.21,14.88,55.6,0.28,15.91,93.49,11.56,2.85,4.75,25.61,71.54,65.46,30.64,47.6,1.27,4.4,47.55,68.54,4.47,19.71,23.88,114.49,29.17
2022-11-25,396.03,2.95,151.29,45.83,21.84,284.82,180.19,73.57,76.84,14.02,10.47,35.37,89.21,152.47,6.5,37.19,94.14,7.1,37.34,12.49,241.22,183.72,18.97,9.69,4.94,29.59,10.52,74.1,14.05,45.2,0.22,14.95,92.07,11.35,2.9,4.79,26.25,81.25,65.15,29.47,48.23,1.32,4.48,46.5,66.32,3.93,19.15,28.38,113.04,29.12
2022-12-02,402.33,3.05,148.11,44.83,22.26,286.92,182.86,75.14,74.91,14.11,10.17,36.11,80.97,164.18,5.5,37.7,93.41,7.32,37.19,12.86,247.49,185.58,19.12,9.94,4.86,29.38,10.18,74.83,14.5,34.8,0.25,15.29,92.66,10.3,2.85,4.82,25.49,76.26,66.62,29.58,49.21,1.68,4.32,47.44,62.05,4.26,19.77,22.95,114.13,28.76
2022-12-09,406.91,3.42,147.81,41.79,23.41,292.55,194.86,74.98,83.29,13.89,13.13,35.93,74.14,169.81,5.5,36.08,94.13,7.74,38.72,13.03,255.02,188.05,19.02,10.21,5.04,30.14,10.5,75.4,13.97,35.6,0.23,17.15,90.9,11.4,2.95,5.05,28.69,90.81,67.72,31.32,50.91,1.56,4.48,45.94,58.63,4.82,21.18,29.76,111.03,29.06
2022-12-16,393.28,2.84,142.16,46.49,20.89,282.04,179.05,68.59,54.06,13.18,12.63,34.53,76.81,170.23,4.0,32.38,89.09,6.96,38.37,12.32,245.42,178.62,19.09,9.08,4.58,27.96,9.45,74.94,13.53,27.0,0.21,17.31,83.35,10.71,2.7,4.89,29.1,92.08,66.91,29.94,51.72,1.29,4.32,42.5,60.45,3.23,21.34,32.45,105.27,26.85
2022-12-23,383.27,2.62,134.51,50.24,19.06,274.25,150.23,65.41,51.59,12.09,11.6,33.7,75.96,164.96,3.0,31.7,87.86,6.89,37.42,11.11,244.69,174.37,18.49,8.66,4.43,27.05,8.47,74.49,12.81,22.2,0.2,16.27,85.71,9.37,2.58,4.63,28.1,87.53,65.42,26.21,51.4,1.15,3.84,41.19,60.07,3.99,21.32,33.42,105.86,26.63
2022-12-30,382.91,2.44,131.86,53.5,17.59,267.36,123.15,64.52,41.82,11.3,10.97,33.95,72.15,149.65,2.4,32.47,85.25,6.15,37.41,9.77,238.73,174.39,18.31,8.02,4.87,26.24,8.58,74.27,12.71,18.2,0.18,17.11,87.37,11.09,2.93,4.64,27.95,86.38,65.89,28.79,51.83,1.12,3.36,40.98,58.03,2.69,21.84,38.06,108.92,25.06
