Date,AAL,AAPL,AMC,AMD,AMZN,BABA,BAC,BBD,CCL,CEI,CTRM,EDU,EEM,EFA,EWZ,F,FAMI,FXI,HYG,INTC,ITUB,IWM,MSFT,NIO,NOK,NVDA,PBR,PFE,PLTR,QQQ,SLV,SNAP,SNDL,SOXL,SPY,SQQQ,T,TLRY,TQQQ,TSLA,UBER,UVXY,VALE,VXX,WFC,XELA,XLE,XLF,XOM,ZOM
2022-10-07,12.18,140.09,65.3,58.44,114.56,81.24,30.75,3.95,6.76,11.5,1.16,25.48,35.65,56.83,32.46,12.2,4.4,26.37,72.12,25.72,5.56,168.61,234.24,13.76,4.42,120.76,14.35,42.32,8.15,269.1,18.5,10.66,2.18,9.21,362.79,59.07,14.94,3.17,19.5,223.07,28.07,127.1,14.42,83.64,41.79,74.6,81.8,30.89,101.03,0.21
2022-10-14,13.11,138.38,60.0,55.94,106.9,73.02,31.7,3.71,7.13,8.0,1.1,22.68,34.21,56.01,30.61,11.67,4.48,24.16,71.51,25.91,5.34,166.81,228.56,11.75,4.45,112.27,13.95,42.86,7.53,260.74,16.81,9.99,2.15,6.93,357.63,64.38,14.99,3.14,17.57,204.99,24.71,131.4,13.07,85.8,43.17,72.0,80.28,31.01,99.19,0.21
2022-10-21,13.71,147.27,64.9,58.82,119.32,72.18,34.95,3.99,8.2,8.0,1.14,22.79,35.27,57.99,34.09,12.19,4.8,23.92,72.49,26.97,5.99,172.7,242.12,11.21,4.25,124.66,16.05,44.95,8.29,275.42,17.76,7.76,2.17,8.58,374.29,54.08,17.1,3.36,20.57,214.44,28.02,120.7,14.33,81.0,44.83,55.6,86.93,32.19,105.86,0.22
2022-10-28,14.0,155.74,65.1,62.01,103.41,63.74,36.18,3.59,8.94,7.5,1.2,24.8,34.29,59.87,31.45,13.26,4.48,21.54,74.55,29.07,5.52,183.16,235.87,9.69,4.44,138.34,13.45,47.43,8.64,281.22,17.74,10.08,2.29,9.5,389.02,50.18,18.48,3.63,21.7,228.52,27.5,100.3,12.64,71.72,46.35,48.8,89.25,34.19,110.7,0.22
2022-11-04,14.11,138.38,56.5,62.19,90.98,69.81,36.79,3.84,9.0,6.0,1.2,28.9,36.2,60.75,33.87,13.51,4.48,23.84,72.9,28.2,5.97,178.68,221.39,11.68,4.37,141.56,12.65,47.22,7.93,264.68,19.26,9.14,2.32,8.99,376.35,59.55,18.32,3.81,17.95,207.47,28.39,95.1,14.39,69.4,46.74,38.6,91.42,33.91,112.31,0.22
2022-11-11,14.88,149.7,72.0,72.37,100.79,70.77,38.41,2.85,10.35,6.5,1.27,25.81,38.16,65.46,30.64,14.5,4.4,25.45,74.45,30.43,4.97,186.9,247.11,11.56,4.75,163.27,11.56,47.6,8.41,287.96,19.95,11.58,2.6,13.22,398.51,44.37,19.05,4.18,22.67,195.97,29.15,92.0,15.45,67.92,47.55,55.6,93.13,35.87,113.95,0.24
2022-11-18,14.05,151.29,75.9,73.57,94.14,80.48,37.19,2.9,9.47,6.5,1.32,29.08,38.03,65.15,29.47,13.99,4.48,26.09,74.23,29.87,4.94,183.72,241.22,10.47,4.79,154.09,11.35,48.23,7.39,284.82,19.25,10.52,2.6,12.49,396.03,45.83,18.97,3.86,21.84,180.19,28.96,87.3,15.07,65.64,46.5,45.2,91.63,35.37,112.08,0.22
2022-11-25,14.5,148.11,75.1,75.14,93.41,75.5,37.7,2.85,9.73,5.5,1.68,25.03,37.77,66.62,29.58,14.08,4.32,25.33,75.01,29.34,4.86,185.58,247.49,10.17,4.82,162.7,10.3,49.21,7.28,286.92,19.72,10.18,2.71,12.86,402.33,44.83,19.12,3.85,22.26,182.86,28.5,77.4,15.12,60.64,47.44,34.8,91.87,36.11,113.21,0.21
2022-12-02,13.97,147.81,81.7,74.98,94.13,90.06,36.08,2.95,10.0,5.5,1.56,30.13,39.54,67.72,31.32,13.86,4.48,28.53,75.56,29.41,5.04,188.05,255.02,13.13,5.05,168.76,11.4,50.91,7.66,292.55,21.29,10.5,3.13,13.03,406.91,41.79,19.02,4.58,23.41,194.86,28.75,71.2,16.72,57.52,45.94,35.6,90.31,35.93,109.86,0.2
2022-12-09,13.53,142.16,59.4,68.59,89.09,91.34,32.38,2.7,8.87,4.0,1.29,33.14,39.02,66.91,29.94,13.18,4.32,28.95,75.04,28.24,4.58,178.62,245.42,12.63,4.89,170.01,10.71,51.72,7.11,282.04,21.56,9.45,2.5,12.32,393.28,46.49,19.09,3.48,20.89,179.05,26.55,78.3,16.94,61.2,42.5,27.0,82.68,34.53,103.54,0.19
2022-12-16,12.81,134.51,53.1,65.41,87.86,86.79,31.7,2.58,8.45,3.0,1.15,34.4,37.83,65.42,26.21,12.12,3.84,27.94,74.6,26.92,4.43,174.37,244.69,11.6,4.63,165.71,9.37,51.4,6.9,274.25,21.37,8.47,2.27,11.11,383.27,50.24,18.49,3.26,19.06,150.23,25.97,75.8,16.07,60.04,41.19,22.2,84.36,33.7,104.7,0.18
2022-12-23,12.71,131.86,44.0,64.52,85.25,85.65,32.47,2.93,7.81,2.4,1.12,38.46,37.8,65.89,28.79,11.36,3.36,27.8,74.39,26.09,4.87,174.39,238.73,10.97,4.64,152.06,11.09,51.83,6.29,267.36,21.85,8.58,2.08,9.77,382.91,53.5,18.31,2.79,17.59,123.15,24.64,70.6,16.69,57.4,40.98,18.2,87.06,33.95,108.68,0.16
2022-12-30,12.72,129.93,40.7,64.77,84.0,88.09,33.12,2.88,8.06,2.02,1.12,34.82,37.9,65.64,27.97,11.63,3.2,28.3,73.63,26.43,4.71,174.36,239.82,9.75,4.64,146.14,10.65,51.24,6.42,266.28,22.02,8.95,2.09,9.67,382.43,54.01,18.41,2.69,17.3,123.18,24.73,68.6,16.97,56.48,41.29,16.4,87.47,34.2,110.3,0.16
